ItemCode,Branch,InventoryQuantity
241250,Great Lakes CC,1072
241250,Montreal F&S,3600
241250,Seattle F&S,376
241250,Toronto F&S,39831
241400,Fontana,12
241600,Edmonton F&S,52
241600,Great Lakes CC,296
241600,Montreal F&S,4069
241600,Toronto F&S,13543
241601,Fontana,30
241601,Great Lakes CC,358
241601,Seattle F&S,188
241601,Toronto F&S,3781
241608,Fontana,481
241608,Sacramento Main,792
241608,Toronto F&S,17897
241608,USD Region Offices,1020
241610,Toronto F&S,111
241612,Toronto F&S,2642
241616,Toronto F&S,24033
241616,USD Region Offices,3400
241650,Fontana,18
241650,Seattle F&S,12
241650,Toronto F&S,1186
241670,Toronto F&S,684
241690,Edmonton F&S,52
241690,Great Lakes CC,640
241690,Montreal F&S,3619
241690,Toronto F&S,47703
241690,USD Region Offices,56
241800,Toronto F&S,510
241801,Toronto F&S,74
241810,Toronto F&S,29
241812,Toronto F&S,671
241814,Toronto F&S,25
241880,Toronto F&S,98
242000,Fontana,8
242000,Seattle F&S,3
242000,Toronto F&S,5673
242000,USD Region Offices,34
242001,Fontana,16
242001,Toronto F&S,1201
242008,Toronto F&S,392
242010,Sacramento Main,328
242010,Toronto F&S,3421
242012,Toronto F&S,1797
242012,USD Region Offices,2100
242013,Toronto F&S,54
242018,Toronto F&S,54
242018,USD Region Offices,88
242050,Toronto F&S,16
242060,Toronto F&S,184
242070,Toronto F&S,768
242080,Toronto F&S,1024
242090,Toronto F&S,1364
242400,Toronto F&S,9655
242401,Toronto F&S,16568
242460,Toronto F&S,11989
243000,Toronto F&S,125
243001,Toronto F&S,1745
243013,Montreal F&S,58
243013,Toronto F&S,4583
243060,Toronto F&S,522
249035,Toronto F&S,400
249036,Fontana,24
249036,Toronto F&S,26
249037,Toronto F&S,16
249911,Toronto F&S,540
250000,Fontana,405
250000,Great Lakes CC,218
250000,Montreal F&S,2174
250000,Sacramento Main,314
250000,Toronto F&S,17828
250000,USD Region Offices,436
251814,Montreal F&S,44
251814,Toronto F&S,26
252070,Edmonton F&S,855
252070,Houston F&S,464
252070,Montreal F&S,769
252070,Toronto F&S,9963
252070,USD Region Offices,76
252416,Montreal F&S,2
252416,Toronto F&S,245
253212,Fontana,21
253212,USD Region Offices,8
253215,Toronto F&S,165
025GXC,Sacramento Main,98
025GXC,USD Region Offices,1518
025JHXC,Sacramento Main,17
025JHXC,USD Region Offices,2074
025KHXC,Sacramento Main,109
025KHXC,USD Region Offices,6234
260000,Toronto F&S,20
260001,Toronto F&S,1180
260001,USD Region Offices,136
260003,Toronto F&S,16
260006,Toronto F&S,426
260505,Toronto F&S,252
260505,USD Region Offices,16
261004,Toronto F&S,16
27289,Toronto F&S,2
27291,Toronto F&S,10
02A,USD Region Offices,6
02E,Great Lakes CC,3
02E,Houston F&S,141
02E,Sacramento Main,2
02E,USD Region Offices,3604
302020,Toronto F&S,180
302022,Toronto F&S,176
306001,Great Lakes CC,40
306002,Baltimore F&S,18
306002,Great Lakes CC,21
306002,USD Region Offices,4
306020,Toronto F&S,96
306027,Toronto F&S,174
306031,Toronto F&S,349
306032,Edmonton F&S,70
306032,Montreal F&S,2
306032,Toronto F&S,364
306054,Toronto F&S,40
306059,Edmonton F&S,19
306059,Toronto F&S,30
306060,Toronto F&S,334
306072,Toronto F&S,100
315,USD Region Offices,12
331000,Montreal F&S,40
331000,Toronto F&S,124
331009,Toronto F&S,212
331010,Toronto F&S,198
331020,Toronto F&S,4
333002,Toronto F&S,202
333003,Toronto F&S,268
333004,Toronto F&S,483
333005,Toronto F&S,248
333007,Toronto F&S,4
333008,Toronto F&S,55
333008,USD Region Offices,424
333009,Toronto F&S,93
333009,USD Region Offices,396
333010,Toronto F&S,228
333011,Toronto F&S,473
333011,USD Region Offices,6
333012,Toronto F&S,62
333012,USD Region Offices,408
333013,Seattle F&S,4
333013,Toronto F&S,37
333013,USD Region Offices,28
333014,Toronto F&S,396
333016,Toronto F&S,426
335126,Toronto F&S,34
335130,Toronto F&S,120
335148,Toronto F&S,8
335153,Toronto F&S,594
335166,Toronto F&S,10
335169,Toronto F&S,12
335176,Toronto F&S,8
335182,Toronto F&S,8
335190,Toronto F&S,2
335202,Toronto F&S,14
335226,Toronto F&S,314
335240,Toronto F&S,28
335245,Toronto F&S,32
335250,Toronto F&S,24
335255,Toronto F&S,36
335255,USD Region Offices,8
335260,Toronto F&S,16
336000,Toronto F&S,32
336000,USD Region Offices,40
336039,Toronto F&S,32
336049,Toronto F&S,944
336050,Toronto F&S,464
336051,Toronto F&S,6040
336052,Toronto F&S,2238
336052,USD Region Offices,2
336054,Toronto F&S,644
336055,Montreal F&S,18
336055,Toronto F&S,100
336062,Toronto F&S,174
336065,Toronto F&S,312
336067,Toronto F&S,242
336076,Toronto F&S,32
336077,Toronto F&S,8
336081,Toronto F&S,24
336084,Toronto F&S,28
336091,Toronto F&S,72
336094,Toronto F&S,112
336202,Toronto F&S,16
336204,Toronto F&S,4
336210,Toronto F&S,24
336218,Toronto F&S,2
336222,Toronto F&S,14
336226,Toronto F&S,10
338000,USD Region Offices,6
338001,USD Region Offices,4
338002,Toronto F&S,174
338071,Toronto F&S,133
338100,Toronto F&S,16
338101,Toronto F&S,4
338102,Toronto F&S,4
338103,Toronto F&S,4
338109,Toronto F&S,16
338109,USD Region Offices,2
338114,Toronto F&S,6
338116,Toronto F&S,18
338120,Toronto F&S,10
338121,Toronto F&S,10
338122,Toronto F&S,78
338122,USD Region Offices,4
338123,Toronto F&S,74
338123,USD Region Offices,4
338124,Toronto F&S,96
338125,Toronto F&S,96
338136,Toronto F&S,9
338150,Toronto F&S,130
338150,USD Region Offices,10
338229,Toronto F&S,66
338229,USD Region Offices,8
338239,Toronto F&S,150
338261,USD Region Offices,28
338263,Toronto F&S,16
338263,USD Region Offices,12
338267,USD Region Offices,16
338273,Toronto F&S,16
338273,USD Region Offices,84
339000,Toronto F&S,174
339005,Toronto F&S,93
339024,Seattle F&S,6
339024,Toronto F&S,804
339026,Toronto F&S,146
339030,Seattle F&S,6
339030,Toronto F&S,710
339040,Toronto F&S,356
339044,Toronto F&S,14
339080,Toronto F&S,181
03CC,USD Region Offices,11274
03CM,USD Region Offices,1028
03K,USD Region Offices,580
03M,USD Region Offices,18
03P,USD Region Offices,62
03RX1,USD Region Offices,20
03S,Edmonton F&S,128
04A,Great Lakes CC,1
04A,USD Region Offices,440
04EXS,Linden,8
04EXS,Seattle F&S,56
04EXS,USD Region Offices,33109
04F,USD Region Offices,1343
04FXS,USD Region Offices,35635
05A,USD Region Offices,7954
05B,USD Region Offices,1540
05C,Houston F&S,3
05C,Sacramento Main,9
05C,USD Region Offices,2406
05CXE,Houston F&S,3
05CXE,USD Region Offices,698
05E,USD Region Offices,1622
05GS,USD Region Offices,620
05GT,USD Region Offices,82
05K,USD Region Offices,6523
05S,Houston F&S,5
05S,USD Region Offices,174
05T,USD Region Offices,652
05W,Houston F&S,3
05W,USD Region Offices,838
05WZ,USD Region Offices,259
661505,Toronto F&S,646
06A,Baltimore F&S,2
06A,Edmonton F&S,1397
06A,Fontana,393
06A,Great Lakes CC,343
06A,Houston F&S,371
06A,Linden,704
06A,Sacramento Main,353
06A,Seattle F&S,340
06A,Tampa F&S,261
06A,USD Region Offices,869
06A,Vancouver F&S,3726
06B,Baltimore F&S,53
06B,Edmonton F&S,8
06B,Fontana,1186
06B,Great Lakes CC,1104
06B,Houston F&S,2186
06B,Linden,703
06B,Sacramento Main,402
06B,Seattle F&S,891
06B,Tampa F&S,149
06B,USD Region Offices,1100
06B,Vancouver F&S,50
06C,Baltimore F&S,3
06C,Edmonton F&S,1353
06C,Fontana,297
06C,Great Lakes CC,136
06C,Houston F&S,456
06C,Linden,375
06C,Sacramento Main,191
06C,Seattle F&S,103
06C,Tampa F&S,63
06C,USD Region Offices,303
06C,Vancouver F&S,4049
06D,Atlanta F&S,101
06D,Baltimore F&S,48
06D,Edmonton F&S,3333
06D,Fontana,3160
06D,Great Lakes CC,2706
06D,Houston F&S,1138
06D,Linden,3727
06D,Sacramento Main,1140
06D,Seattle F&S,1228
06D,Tampa F&S,627
06D,USD Region Offices,4681
06D,Vancouver F&S,7804
06E,Atlanta F&S,100
06E,Baltimore F&S,121
06E,Fontana,2404
06E,Great Lakes CC,1836
06E,Houston F&S,11103
06E,Linden,3061
06E,Sacramento Main,3738
06E,Seattle F&S,3979
06E,Tampa F&S,757
06E,USD Region Offices,11010
06E,Vancouver F&S,30
06F,Atlanta F&S,257
06F,Baltimore F&S,6
06F,Edmonton F&S,4121
06F,Fontana,2159
06F,Great Lakes CC,974
06F,Houston F&S,1448
06F,Linden,3708
06F,Sacramento Main,1087
06F,Seattle F&S,1108
06F,Tampa F&S,908
06F,USD Region Offices,2600
06F,Vancouver F&S,5136
06G,Edmonton F&S,627
06G,Fontana,902
06G,Great Lakes CC,708
06G,Houston F&S,510
06G,Linden,443
06G,Sacramento Main,52
06G,Seattle F&S,274
06G,Tampa F&S,88
06G,USD Region Offices,394
06G,Vancouver F&S,132
06H,Edmonton F&S,548
06H,Great Lakes CC,350
06H,Houston F&S,1501
06H,Linden,2
06H,Sacramento Main,57
06H,Seattle F&S,162
06H,Tampa F&S,54
06H,USD Region Offices,1534
06K,Baltimore F&S,34
06K,Edmonton F&S,4069
06K,Fontana,3335
06K,Great Lakes CC,513
06K,Houston F&S,6974
06K,Linden,3630
06K,Sacramento Main,2768
06K,Seattle F&S,1546
06K,Tampa F&S,332
06K,USD Region Offices,31922
06K,Vancouver F&S,317
06L,Atlanta F&S,63
06L,Baltimore F&S,34
06L,Edmonton F&S,1613
06L,Fontana,1699
06L,Great Lakes CC,2126
06L,Houston F&S,2862
06L,Linden,2078
06L,Sacramento Main,3626
06L,Seattle F&S,1570
06L,Tampa F&S,416
06L,USD Region Offices,1562
06L,Vancouver F&S,1799
06M,Atlanta F&S,31
06M,Baltimore F&S,64
06M,Edmonton F&S,542
06M,Fontana,380
06M,Great Lakes CC,689
06M,Houston F&S,2667
06M,Linden,626
06M,Sacramento Main,4161
06M,Seattle F&S,519
06M,Tampa F&S,97
06M,USD Region Offices,17060
06M,Vancouver F&S,105
06N,Baltimore F&S,16
06N,Edmonton F&S,13
06N,Great Lakes CC,651
06N,Houston F&S,834
06N,Linden,185
06N,Sacramento Main,1642
06N,Seattle F&S,70
06N,USD Region Offices,7018
06N,Vancouver F&S,134
06Q,Baltimore F&S,79
06Q,Edmonton F&S,928
06Q,Fontana,1898
06Q,Great Lakes CC,55
06Q,Houston F&S,2230
06Q,Linden,396
06Q,Sacramento Main,1956
06Q,Seattle F&S,710
06Q,Tampa F&S,160
06Q,USD Region Offices,1998
06Q,Vancouver F&S,602
06R,Baltimore F&S,2
06R,Edmonton F&S,627
06R,Fontana,487
06R,Great Lakes CC,325
06R,Houston F&S,3175
06R,Linden,176
06R,Sacramento Main,113
06R,Seattle F&S,994
06R,Tampa F&S,79
06R,USD Region Offices,100
06R,Vancouver F&S,226
06S,Edmonton F&S,169
06S,Fontana,120
06S,Great Lakes CC,1002
06S,Houston F&S,455
06S,Linden,396
06S,Sacramento Main,503
06S,Seattle F&S,240
06S,USD Region Offices,7624
06S,Vancouver F&S,30
06T,Great Lakes CC,11
06T,Houston F&S,200
06T,Linden,54
06T,Sacramento Main,875
06T,Seattle F&S,230
06T,USD Region Offices,48
08AAC,Linden,1
08AAC,Sacramento Main,73
08AAC,USD Region Offices,557
08N,USD Region Offices,267
08P,USD Region Offices,426
08X,USD Region Offices,1262
08Z,USD Region Offices,1410
916578,USD Region Offices,136
919259,Toronto F&S,32
926224,Toronto F&S,8
926577,Toronto F&S,16
926578,Toronto F&S,8
928118,Toronto F&S,16
928120,Toronto F&S,16
928121,Toronto F&S,16
928122,Toronto F&S,36
928123,Toronto F&S,18
928124,Toronto F&S,4
928125,Toronto F&S,4
928126,Toronto F&S,4
928127,Toronto F&S,8
928128,Toronto F&S,8
940483,Toronto F&S,16
940824,Toronto F&S,4
940827,Toronto F&S,8
940828,Toronto F&S,40
09AA,Linden,23
09AA,USD Region Offices,8
09H,USD Region Offices,48
09J,USD Region Offices,242
09K,USD Region Offices,4066
100,Fontana,11
100002,Baltimore F&S,27
100037,Fontana,340
100037,Houston F&S,625
100037,Seattle F&S,128
100037,Tampa F&S,160
100040,Atlanta F&S,78346
100040,Baltimore F&S,8213
100040,Great Lakes CC,96
100040,Houston F&S,100771
100040,Tampa F&S,153510
100048,Baltimore F&S,46
100058,Baltimore F&S,398
100062,Baltimore F&S,295
100062,Houston F&S,1804
100075,Edmonton F&S,16
100097,Edmonton F&S,98
100097,Montreal F&S,52
100097,Toronto F&S,20
100097,Vancouver F&S,404
100138,Baltimore F&S,840
100138,Edmonton F&S,180
100138,Houston F&S,1002
100138,USD Region Offices,1302
100139,Baltimore F&S,1680
100139,Edmonton F&S,420
100139,Fontana,16
100139,Seattle F&S,300
100139,USD Region Offices,568
100144,Atlanta F&S,18
100144,Baltimore F&S,66
100144,Edmonton F&S,2
100144,Fontana,3
100144,Great Lakes CC,8
100144,Houston F&S,249
100144,Sacramento Main,1
100144,Seattle F&S,6
100144,Tampa F&S,7
100144,Toronto F&S,71
100144,USD Region Offices,40
100144,Vancouver F&S,42
100321,Fontana,30
100451,Baltimore F&S,2
100451,Fontana,2
100451,Great Lakes CC,12
100451,Toronto F&S,2
100451,USD Region Offices,4
100529,Atlanta F&S,79
100529,Baltimore F&S,200
100529,Seattle F&S,1300
100752,Fontana,532
100752,Seattle F&S,144
10095,Atlanta F&S,90
10096,Atlanta F&S,26
101,Fontana,60
101,Toronto F&S,165
1011000,Houston F&S,6712
1013400,Fontana,3
1013400,Houston F&S,4592
1014200,Fontana,2071
1014200,Houston F&S,5198
1014300,Fontana,867
1014300,Houston F&S,3316
1014400,Fontana,348
10145,Seattle F&S,90
1014600,Fontana,230
1014600,Houston F&S,10507
10148,Baltimore F&S,15
10151,Atlanta F&S,196
10152,Fontana,246
10153,Fontana,203
10163,Sacramento Main,24
10174,Houston F&S,30
10174,Toronto F&S,56
10177,Edmonton F&S,50
10177,Houston F&S,28
10177,Tampa F&S,1
10177,Toronto F&S,120
10185,Sacramento Main,21
10185,Seattle F&S,21
10186,Fontana,26
10186,Sacramento Main,8
10186,Seattle F&S,40
10186,USD Region Offices,10
10187,Fontana,100
10187,Sacramento Main,225
10187,Seattle F&S,133
10187,USD Region Offices,38
10188,Sacramento Main,10
10188,Seattle F&S,39
10189,Sacramento Main,67
10189,Seattle F&S,187
10189,USD Region Offices,116
10190,Fontana,165
10190,Sacramento Main,129
10190,Seattle F&S,219
10190,USD Region Offices,64
10191,USD Region Offices,1402
10192,USD Region Offices,1356
10196,Seattle F&S,58
10196,USD Region Offices,288
10197,USD Region Offices,3440
10198,USD Region Offices,222
10199,USD Region Offices,2102
102,Atlanta F&S,1
10200,USD Region Offices,2206
10201,USD Region Offices,2656
10203,USD Region Offices,902
10204,Houston F&S,1
10206,USD Region Offices,864
10207,Fontana,1546
10209,USD Region Offices,4
10210,USD Region Offices,14
10211,USD Region Offices,2
10212,Fontana,6
10212,Seattle F&S,144
10213,Fontana,54
10213,Seattle F&S,25
10214,Fontana,3
10215,Seattle F&S,6
10217,Sacramento Main,9
10217,Seattle F&S,1
10218,Sacramento Main,5
10219,Seattle F&S,27
10224,Seattle F&S,1000
10225,Seattle F&S,1000
10237,Toronto F&S,37
10239,Baltimore F&S,1854
10240,Baltimore F&S,3666
10240,Seattle F&S,307
10241,Baltimore F&S,146
10241,Seattle F&S,632
10243,Atlanta F&S,113
10243,Baltimore F&S,1
10243,Edmonton F&S,74
10243,Fontana,3
10243,Great Lakes CC,12
10243,Houston F&S,349
10243,Montreal F&S,22
10243,Sacramento Main,28
10243,Seattle F&S,228
10243,Tampa F&S,340
10243,Toronto F&S,169
10243,Vancouver F&S,298
10248,Montreal F&S,373
10248,Toronto F&S,75
10251,Tampa F&S,206
10251,Toronto F&S,120
10252,Sacramento Main,1357
10252,Tampa F&S,64
10252,Toronto F&S,120
10257,Sacramento Main,3
10257,USD Region Offices,2
10260,Seattle F&S,439
10261,Seattle F&S,300
10263,Baltimore F&S,3
10276,Sacramento Main,9
10276,Seattle F&S,2
10276,USD Region Offices,54
10277,Sacramento Main,4
10278,USD Region Offices,36
10279,Seattle F&S,29
10279,USD Region Offices,52
10280,Sacramento Main,4
10280,Seattle F&S,15
10281,USD Region Offices,20
10283,Seattle F&S,42
10284,Sacramento Main,13
10284,USD Region Offices,8
10285,Sacramento Main,6
10285,USD Region Offices,4
10294,USD Region Offices,384
10295,USD Region Offices,1644
10296,USD Region Offices,1930
10297,Sacramento Main,25
10297,USD Region Offices,8
10298,Fontana,35
10298,Seattle F&S,14
10299,USD Region Offices,2
103,Atlanta F&S,292
103,Toronto F&S,10
10300,USD Region Offices,728
10301,USD Region Offices,102
10302,Fontana,7
10302,Seattle F&S,118
10303,USD Region Offices,48
10304,USD Region Offices,72
10305,Fontana,2
10306,Fontana,4
10306,USD Region Offices,4
10307,Fontana,1
10307,USD Region Offices,10
10313,USD Region Offices,28
10316,Sacramento Main,8
10316,USD Region Offices,16
10317,USD Region Offices,2
10319,Sacramento Main,8
10319,USD Region Offices,50
10320,USD Region Offices,8
10324,USD Region Offices,8
10325,USD Region Offices,2
10326,Fontana,8
10326,USD Region Offices,22
10327,USD Region Offices,14
10328,USD Region Offices,44
10329,USD Region Offices,12
10330,Fontana,1
10331,USD Region Offices,124
10332,USD Region Offices,22
10333,USD Region Offices,112
10335,USD Region Offices,56
10336,USD Region Offices,4
10338,Atlanta F&S,75
10338,Tampa F&S,20
10345,Houston F&S,4
10345,Toronto F&S,8
10346,Toronto F&S,20
10346,USD Region Offices,38
10348,USD Region Offices,228
1034800,Houston F&S,2814
10380,Edmonton F&S,78
10380,Tampa F&S,64
10380,Toronto F&S,1744
10386,Montreal F&S,148
10386,Toronto F&S,1588
10386,Vancouver F&S,149
10387,Baltimore F&S,20
10387,Montreal F&S,42
10387,Toronto F&S,74
10390,Toronto F&S,2334
10391,USD Region Offices,1004
10392,USD Region Offices,998
10396,Sacramento Main,6
10396,USD Region Offices,28
104,Atlanta F&S,1
104,Toronto F&S,46
10400,Seattle F&S,270
10401,Houston F&S,14
10402,Great Lakes CC,14
10403,Baltimore F&S,2
10403,USD Region Offices,2
10405,Montreal F&S,50
10405,Toronto F&S,372
10410,Toronto F&S,8
10417,Seattle F&S,40
10417,USD Region Offices,8
10419,Fontana,24
10419,Seattle F&S,77
10420,Seattle F&S,32
10424,Tampa F&S,50
10425,Atlanta F&S,150
10425,Tampa F&S,200
10426,Tampa F&S,20
10427,Atlanta F&S,100
10427,Tampa F&S,150
1043,Toronto F&S,11
10430,Atlanta F&S,150
10430,Tampa F&S,20
10431,Atlanta F&S,200
10432,Tampa F&S,100
10435,Tampa F&S,150
10438,Tampa F&S,300
10438,USD Region Offices,200
10450,Fontana,500
10450,Great Lakes CC,200
10450,Montreal F&S,75
10450,Toronto F&S,1435
10450,USD Region Offices,2400
10452,Montreal F&S,12
10452,Toronto F&S,33
10453,Seattle F&S,88
10453,Toronto F&S,2
10493,Toronto F&S,2200
10494,Tampa F&S,59
10495,Tampa F&S,176
10498,Fontana,1089
10498,Toronto F&S,3416
10498,USD Region Offices,1848
105,Atlanta F&S,34
105,Edmonton F&S,5
105,Toronto F&S,126
106,Toronto F&S,186
106,USD Region Offices,4
106,Vancouver F&S,29
10600,Toronto F&S,76
10600,USD Region Offices,96
10605,Fontana,764
10605,Seattle F&S,144
10607,Fontana,114
10608,Fontana,956
10608,Linden,1361
10611,Linden,6
10616,Montreal F&S,155
10616,Toronto F&S,1390
10620,Houston F&S,168
10620,Montreal F&S,1
10620,Toronto F&S,113
10621,Atlanta F&S,3
10621,Baltimore F&S,2
10621,Edmonton F&S,2
10621,Fontana,6
10621,Great Lakes CC,3
10621,Houston F&S,38
10621,Tampa F&S,370
10621,Toronto F&S,209
10621,Vancouver F&S,59
10623,Atlanta F&S,4000
10623,Baltimore F&S,17424
10623,Edmonton F&S,9945
10623,Fontana,23202
10623,Great Lakes CC,21259
10623,Houston F&S,3643
10623,Linden,1191
10623,Montreal F&S,30000
10623,Sacramento Main,19179
10623,Seattle F&S,26695
10623,Tampa F&S,35000
10623,Toronto F&S,64676
10623,USD Region Offices,216466
10623,Vancouver F&S,8702
10624,Baltimore F&S,10
10624,Edmonton F&S,1017
10624,Fontana,7662
10624,Linden,3990
10624,Sacramento Main,196
10624,Vancouver F&S,7317
10628,Seattle F&S,48
10629,Atlanta F&S,7
10629,Baltimore F&S,4
10629,Houston F&S,27
10629,Linden,3
10629,Sacramento Main,5
10629,Seattle F&S,5
10629,Tampa F&S,5
10629,USD Region Offices,114
10632,Atlanta F&S,500
10632,Fontana,504
10632,Houston F&S,600
10632,Sacramento Main,860
10632,Seattle F&S,679
10632,Tampa F&S,1000
10632,USD Region Offices,950
10634,Atlanta F&S,498
10634,Baltimore F&S,569
10634,Fontana,1134
10634,Great Lakes CC,860
10634,Houston F&S,5758
10634,Linden,1338
10634,Sacramento Main,2938
10634,Seattle F&S,1181
10635,Great Lakes CC,182
10635,Linden,124
10635,Sacramento Main,516
10635,Seattle F&S,362
10636,Toronto F&S,2198
10637,Montreal F&S,100
10637,Toronto F&S,18421
10638,Baltimore F&S,14
10638,Great Lakes CC,2863
10638,Linden,1343
10638,Sacramento Main,8
10659,Linden,206
10659,Sacramento Main,163
10670,Tampa F&S,24
10671,Tampa F&S,6
10678,Linden,124
10679,Linden,3381
10680,Atlanta F&S,96
10680,Baltimore F&S,36
10680,Fontana,322
10680,Great Lakes CC,37
10680,Houston F&S,22
10680,Linden,171
10680,Sacramento Main,179
10680,Seattle F&S,123
10680,Tampa F&S,74
10680,USD Region Offices,54
10681,Atlanta F&S,363
10681,Great Lakes CC,2
10681,Houston F&S,128
10681,Linden,1184
10681,Sacramento Main,487
10681,Seattle F&S,34
10681,Tampa F&S,252
10681,USD Region Offices,700
10682,Atlanta F&S,233
10682,Fontana,6
10682,Great Lakes CC,2
10682,Linden,56
10682,Sacramento Main,328
10682,Tampa F&S,327
10683,Atlanta F&S,15
10683,Baltimore F&S,9
10683,Fontana,13
10683,Great Lakes CC,6
10683,Houston F&S,33
10683,Linden,38
10683,Sacramento Main,36
10683,Seattle F&S,13
10683,Tampa F&S,8
10683,USD Region Offices,19
10684,Atlanta F&S,46
10684,Great Lakes CC,69
10684,Houston F&S,16
10684,Linden,644
10684,Sacramento Main,83
10684,Tampa F&S,80
10684,USD Region Offices,200
10685,Baltimore F&S,246
10685,Linden,1934
10689,USD Region Offices,378
10690,USD Region Offices,220
10691,USD Region Offices,7
10692,Baltimore F&S,1
10692,Houston F&S,8
10692,Linden,6
10692,Sacramento Main,3
10692,Seattle F&S,1
10692,USD Region Offices,15
10694,Baltimore F&S,1
10694,Houston F&S,8
10694,Linden,5
10694,Sacramento Main,3
10694,Seattle F&S,1
10694,USD Region Offices,15
10695,Linden,50
10696,Atlanta F&S,4304
10696,Baltimore F&S,806
10696,Fontana,8089
10696,Great Lakes CC,1127
10696,Houston F&S,2258
10696,Linden,2464
10696,Sacramento Main,5628
10696,Seattle F&S,2829
10696,Tampa F&S,1746
10696,USD Region Offices,1350
10697,Atlanta F&S,17
10697,Fontana,100
10697,Linden,74
10697,Sacramento Main,27
10697,Tampa F&S,4
10697,USD Region Offices,49
1069828,Fontana,200
10699,Sacramento Main,11
10699,Toronto F&S,38
107,Toronto F&S,12
10700,Houston F&S,4
10701,Montreal F&S,550
10702,Seattle F&S,52
10702,USD Region Offices,8
10703,Seattle F&S,52
10703,USD Region Offices,14
10705,Sacramento Main,6
10705,Seattle F&S,24
10706,Seattle F&S,14
10707,Seattle F&S,4
10708,Linden,6
10708,USD Region Offices,160
10710,Atlanta F&S,7
10710,Fontana,4
10710,Great Lakes CC,2
10710,Seattle F&S,3
10710,USD Region Offices,15
10712,Atlanta F&S,1
10712,Sacramento Main,1
10712,USD Region Offices,2
10713,Fontana,358
10713,Linden,76
10714,Tampa F&S,56
10715,Seattle F&S,5
10716,Atlanta F&S,1
10716,Great Lakes CC,2
10716,Houston F&S,62
10716,Sacramento Main,68
10716,Tampa F&S,2
10716,USD Region Offices,16
10717,Atlanta F&S,5
10717,Great Lakes CC,2
