ItemCode,Branch,InventoryQuantity
847,Houston F&S,276
847,Linden,44
847,Seattle F&S,159
847,Tampa F&S,92
8471,Fontana,5051
8471,Great Lakes CC,24
8471,Houston F&S,3532
8471,Sacramento Main,115
8471,Seattle F&S,4514
8471,Toronto F&S,16
8471,USD Region Offices,22
8491,Baltimore F&S,20
8491,Great Lakes CC,171
8491,USD Region Offices,100
8491,Vancouver F&S,1
8492,Atlanta F&S,256
8492,Edmonton F&S,2
8492,Fontana,108
8492,Great Lakes CC,723
8492,Houston F&S,116
8492,Sacramento Main,166
8492,Seattle F&S,4
8492,Tampa F&S,756
8492,Toronto F&S,314
8492,USD Region Offices,40
8493,Great Lakes CC,52
8493,Houston F&S,20
8493,Toronto F&S,236
8493,USD Region Offices,204
8495,Houston F&S,32
8495,Toronto F&S,18
8496,Great Lakes CC,77
8496,Houston F&S,106
8496,Tampa F&S,74
8496,Toronto F&S,66
8497,Baltimore F&S,44
8497,Edmonton F&S,49
8497,Great Lakes CC,139
8497,Houston F&S,94
8497,Seattle F&S,2
8497,Tampa F&S,2
8497,Toronto F&S,59
8497,USD Region Offices,2
8498,Atlanta F&S,18
8498,Great Lakes CC,1
8498,Houston F&S,24
8498,Toronto F&S,44
8499,Great Lakes CC,11
8499,Houston F&S,48
8499,Toronto F&S,68
8499,USD Region Offices,6
85,Atlanta F&S,2974
85,Baltimore F&S,1998
85,Edmonton F&S,5149
85,Fontana,3245
85,Great Lakes CC,912
85,Houston F&S,1405
85,Montreal F&S,5096
85,Sacramento Main,476
85,Seattle F&S,3159
85,Tampa F&S,4503
85,Toronto F&S,34186
85,USD Region Offices,1252
85,Vancouver F&S,990
850,Atlanta F&S,48
850,Houston F&S,82
850,Tampa F&S,76
851,Atlanta F&S,3
851,Houston F&S,178
851,Tampa F&S,68
851,USD Region Offices,162
8511,Fontana,409
8511,Houston F&S,106
8511,Sacramento Main,164
8511,Seattle F&S,5
8511,Tampa F&S,252
8511,Toronto F&S,6
8511S,Fontana,86
8511S,USD Region Offices,528
852,Atlanta F&S,28
852,Houston F&S,54
852,Tampa F&S,17
852,USD Region Offices,110
8521,Seattle F&S,783
8521,USD Region Offices,6000
8522,Seattle F&S,879
8522,USD Region Offices,6000
853,Atlanta F&S,40
853,Tampa F&S,68
853,USD Region Offices,56
854,Tampa F&S,84
854,USD Region Offices,6
855,USD Region Offices,86
856,Atlanta F&S,236
856,Houston F&S,144
856,Tampa F&S,51
85660,USD Region Offices,12
857,Atlanta F&S,20
857,Houston F&S,82
857,Tampa F&S,99
857,USD Region Offices,50
858,Houston F&S,182
858,Tampa F&S,13
858,USD Region Offices,74
859,Atlanta F&S,42
859,Houston F&S,110
859,Tampa F&S,4
859,USD Region Offices,60
860,Atlanta F&S,114
860,Houston F&S,132
860,Tampa F&S,145
860,USD Region Offices,248
8606,Toronto F&S,2
861,Atlanta F&S,124
861,Houston F&S,112
861,Tampa F&S,32
862,Atlanta F&S,32
862,Houston F&S,42
862,Tampa F&S,27
862,USD Region Offices,106
863,Atlanta F&S,38
863,Houston F&S,6
863,Tampa F&S,6
863,USD Region Offices,106
864,Atlanta F&S,32
864,Houston F&S,42
864,Tampa F&S,29
864,USD Region Offices,38
8641,Fontana,33
8641,Toronto F&S,21
865,Atlanta F&S,54
865,Houston F&S,102
865,Tampa F&S,60
865,USD Region Offices,4
866,Atlanta F&S,24
866,Houston F&S,159
866,Tampa F&S,24
866,USD Region Offices,82
8661,Fontana,324
8661,Sacramento Main,549
8661,Seattle F&S,71
8662,Atlanta F&S,24
8662,Fontana,7
8662,Houston F&S,16
8662,Seattle F&S,26
8662,Tampa F&S,29
8662,Toronto F&S,16
8662,USD Region Offices,48
8662AV,Atlanta F&S,8
867,Atlanta F&S,68
867,Houston F&S,54
867,Tampa F&S,169
867,USD Region Offices,50
868,Atlanta F&S,16
868,Houston F&S,122
868,Tampa F&S,50
868,USD Region Offices,44
8681,Edmonton F&S,2720
8681,Fontana,2503
8681,Houston F&S,1592
8681,Sacramento Main,186
8681,Seattle F&S,3865
869,Atlanta F&S,52
869,Houston F&S,190
869,Tampa F&S,19
869,USD Region Offices,66
87,Atlanta F&S,8
87,Fontana,7
87,Houston F&S,2
87,Montreal F&S,16
87,Sacramento Main,142
87,Seattle F&S,19
87,Tampa F&S,25
87,Toronto F&S,137
870,Atlanta F&S,40
870,Great Lakes CC,2
870,Houston F&S,172
870,Tampa F&S,73
870,USD Region Offices,46
8701,Baltimore F&S,492
8701,Edmonton F&S,2050
8701,Great Lakes CC,320
8701,Seattle F&S,7048
871,Atlanta F&S,356
871,Houston F&S,186
871,Tampa F&S,200
871,USD Region Offices,2
8711,Edmonton F&S,2
8711,Great Lakes CC,40
8711,Linden,6
8711,Seattle F&S,3
8711,Tampa F&S,11
8711,USD Region Offices,342
872,Atlanta F&S,228
872,Houston F&S,98
872,Tampa F&S,351
872,USD Region Offices,42
873,Atlanta F&S,142
873,Houston F&S,90
873,Seattle F&S,16
873,Tampa F&S,257
873,USD Region Offices,76
874,Atlanta F&S,27
874,Houston F&S,70
874,Tampa F&S,82
874,USD Region Offices,34
875,Atlanta F&S,398
875,Houston F&S,144
875,Tampa F&S,206
875,USD Region Offices,108
876,Atlanta F&S,192
876,Houston F&S,186
876,Tampa F&S,101
877,Atlanta F&S,222
877,Houston F&S,182
877,Tampa F&S,137
877,USD Region Offices,92
878,Atlanta F&S,230
878,Houston F&S,216
878,Tampa F&S,25
8788,Seattle F&S,174
8789,Seattle F&S,174
8789,Tampa F&S,24
879,Atlanta F&S,156
879,Houston F&S,138
879,Tampa F&S,61
879,USD Region Offices,42
8790,Seattle F&S,348
8791,Seattle F&S,348
88,Atlanta F&S,52
88,Baltimore F&S,17
88,Fontana,45
88,Houston F&S,14
88,Montreal F&S,12
88,Sacramento Main,12
88,Seattle F&S,76
88,Tampa F&S,46
88,Toronto F&S,124
880,Atlanta F&S,186
880,Houston F&S,316
880,Tampa F&S,167
880,USD Region Offices,10
881,Atlanta F&S,132
881,Houston F&S,274
881,Tampa F&S,274
882,Atlanta F&S,142
882,Houston F&S,624
882,Seattle F&S,42
882,Tampa F&S,281
882,USD Region Offices,18
8821,Seattle F&S,4
8821,USD Region Offices,328
8823,Atlanta F&S,124
8823,Baltimore F&S,9
8823,Edmonton F&S,36
8823,Fontana,70
8823,Great Lakes CC,30
8823,Houston F&S,32
8823,Sacramento Main,1
8823,Seattle F&S,113
8823,Tampa F&S,60
8824,Atlanta F&S,140
8824,Baltimore F&S,18
8824,Edmonton F&S,22
8824,Fontana,27
8824,Great Lakes CC,64
8824,Houston F&S,2
8824,Sacramento Main,1
8824,Seattle F&S,108
8824,Tampa F&S,90
8824,Toronto F&S,34
8824,USD Region Offices,14
883,Atlanta F&S,81
883,Houston F&S,198
883,Seattle F&S,24
883,Tampa F&S,233
883,USD Region Offices,148
884,Atlanta F&S,202
884,Houston F&S,54
884,Seattle F&S,42
884,Tampa F&S,353
884,USD Region Offices,54
8841,Toronto F&S,634
885,Atlanta F&S,827
885,Houston F&S,361
885,Seattle F&S,24
885,Tampa F&S,109
885,USD Region Offices,4
8854,Atlanta F&S,26
8854,Baltimore F&S,7
8854,Sacramento Main,258
8854,Seattle F&S,329
8854,Tampa F&S,374
886,Atlanta F&S,167
886,Houston F&S,233
886,Tampa F&S,145
886,USD Region Offices,2
887,Atlanta F&S,147
887,Houston F&S,44
887,Tampa F&S,70
887,USD Region Offices,6
8872,Toronto F&S,104
8873,Toronto F&S,120
888,Atlanta F&S,237
888,Houston F&S,245
888,Tampa F&S,124
8882,Montreal F&S,32
8883,Montreal F&S,33
889,Atlanta F&S,196
889,Houston F&S,49
889,Tampa F&S,99
8891,Atlanta F&S,41
8891,Baltimore F&S,60
8891,Edmonton F&S,33
8891,Great Lakes CC,203
8891,Houston F&S,108
8891,Tampa F&S,105
8891,USD Region Offices,758
8892,Atlanta F&S,112
8892,Great Lakes CC,23
8892,Seattle F&S,3
8892,Tampa F&S,46
8892,USD Region Offices,302
8893,Atlanta F&S,51
8893,Great Lakes CC,91
8893,Houston F&S,76
8893,Tampa F&S,95
8893,USD Region Offices,630
89,Atlanta F&S,1
89,Houston F&S,28
89,Montreal F&S,2
89,Seattle F&S,22
89,Tampa F&S,3
890,Atlanta F&S,504
890,Houston F&S,305
890,Tampa F&S,92
890,USD Region Offices,70
8901,Atlanta F&S,22
8901,Baltimore F&S,7
8901,Great Lakes CC,23
8901,Tampa F&S,67
8901,USD Region Offices,16
891,Atlanta F&S,68
891,Tampa F&S,64
891,USD Region Offices,206
8919,Atlanta F&S,31
8919,Baltimore F&S,47
8919,Great Lakes CC,66
8919,Houston F&S,140
8919,Tampa F&S,168
8919,Toronto F&S,151
8919,USD Region Offices,32
892,Atlanta F&S,40
892,Houston F&S,58
892,Tampa F&S,63
8920,Atlanta F&S,10
8920,Edmonton F&S,5
8920,Fontana,9
8920,Great Lakes CC,29
8920,Tampa F&S,2
8924,Houston F&S,90
893,Atlanta F&S,72
893,Tampa F&S,46
893,USD Region Offices,30
8931,Edmonton F&S,256
8931,Fontana,237
8931,Houston F&S,204
8931,Linden,63
8931,Seattle F&S,411
8932,Edmonton F&S,116
8932,Fontana,127
8932,Houston F&S,200
8932,Linden,179
8932,Sacramento Main,34
8932,Seattle F&S,480
8932,USD Region Offices,236
8932,Vancouver F&S,100
894,Tampa F&S,123
894,USD Region Offices,74
895,Houston F&S,28
895,Tampa F&S,56
896,Atlanta F&S,227
896,Houston F&S,153
896,Seattle F&S,12
896,Tampa F&S,225
897,Atlanta F&S,203
897,Houston F&S,258
897,Seattle F&S,114
897,Tampa F&S,236
897,USD Region Offices,190
898,Atlanta F&S,58
898,Houston F&S,101
898,Seattle F&S,158
898,Tampa F&S,203
899,Atlanta F&S,149
899,Houston F&S,42
899,Seattle F&S,13
899,Tampa F&S,199
90,Fontana,7
90,Great Lakes CC,41
90,Houston F&S,4
90,Seattle F&S,12
90,Toronto F&S,124
900,Atlanta F&S,277
900,Great Lakes CC,26
900,Houston F&S,202
900,Tampa F&S,176
900,USD Region Offices,48
9000001,Montreal F&S,17040
9001102,Toronto F&S,36
901,Atlanta F&S,334
901,Houston F&S,548
901,Seattle F&S,102
901,Tampa F&S,249
901,USD Region Offices,172
902,Atlanta F&S,253
902,Houston F&S,121
902,Seattle F&S,91
902,Tampa F&S,287
902,USD Region Offices,89
9023100,Toronto F&S,824
9023102,Montreal F&S,58
9023102,Toronto F&S,60
903,Atlanta F&S,253
903,Houston F&S,119
903,Seattle F&S,105
903,Tampa F&S,199
903,USD Region Offices,140
904,Atlanta F&S,291
904,Houston F&S,153
904,Seattle F&S,24
904,Tampa F&S,209
904,USD Region Offices,24
9047200,Toronto F&S,1270
905,Atlanta F&S,391
905,Houston F&S,522
905,Seattle F&S,16
905,Tampa F&S,247
905,USD Region Offices,112
9053013,Toronto F&S,504
906,Atlanta F&S,118
906,Houston F&S,298
906,Seattle F&S,37
906,Tampa F&S,153
907,Atlanta F&S,110
907,Houston F&S,138
907,Seattle F&S,86
907,Tampa F&S,127
907,USD Region Offices,54
907000,Toronto F&S,4
907001,Toronto F&S,4
907009,Toronto F&S,20
907010,Toronto F&S,4
907011,Toronto F&S,4
9071300,Toronto F&S,8
908,Atlanta F&S,39
908,Houston F&S,74
908,Seattle F&S,57
908,Tampa F&S,56
908,USD Region Offices,20
909,Atlanta F&S,136
909,Houston F&S,19
909,Seattle F&S,8
909,Tampa F&S,127
909,USD Region Offices,72
91,Fontana,10
91,Great Lakes CC,1
91,Montreal F&S,4
91,Sacramento Main,4
91,Seattle F&S,9
91,Toronto F&S,177
910,Atlanta F&S,260
910,Great Lakes CC,2
910,Houston F&S,298
910,Seattle F&S,24
910,Tampa F&S,115
910,USD Region Offices,22
9101,Atlanta F&S,544
9101,Tampa F&S,42
9101,Toronto F&S,966
911,Atlanta F&S,196
911,Houston F&S,148
911,Seattle F&S,8
911,Tampa F&S,246
912,Atlanta F&S,136
912,Houston F&S,106
912,Seattle F&S,78
912,Tampa F&S,102
912,USD Region Offices,18
913,Atlanta F&S,239
913,Houston F&S,54
913,Seattle F&S,34
913,Tampa F&S,56
913,USD Region Offices,18
914,Atlanta F&S,157
914,Houston F&S,391
914,Tampa F&S,56
914,USD Region Offices,208
9141,Atlanta F&S,88
9141,Baltimore F&S,8
9141,Edmonton F&S,41
9141,Fontana,64
9141,Great Lakes CC,36
9141,Houston F&S,40
9141,Seattle F&S,106
9141,Tampa F&S,94
915,Atlanta F&S,338
915,Houston F&S,298
915,Seattle F&S,2
915,Tampa F&S,49
916,Atlanta F&S,1527
916,Houston F&S,5663
916,Seattle F&S,71
916,Tampa F&S,1480
916,USD Region Offices,1250
9165400,Toronto F&S,469
917,Atlanta F&S,1325
917,Houston F&S,3728
917,Seattle F&S,130
917,Tampa F&S,1306
917,USD Region Offices,540
918,Atlanta F&S,1105
918,Houston F&S,2791
918,Seattle F&S,84
918,Tampa F&S,1223
918,USD Region Offices,906
919,Atlanta F&S,1848
919,Houston F&S,3174
919,Seattle F&S,72
919,Tampa F&S,1265
919,USD Region Offices,326
92,Fontana,1
92,Great Lakes CC,5
92,Houston F&S,16
92,Montreal F&S,4
92,Sacramento Main,1
92,Seattle F&S,31
92,Tampa F&S,66
92,Toronto F&S,375
920,Atlanta F&S,2517
920,Great Lakes CC,20
920,Houston F&S,2572
920,Seattle F&S,114
920,Tampa F&S,849
920,USD Region Offices,40
9212,Baltimore F&S,47
9212,Tampa F&S,6
922,Atlanta F&S,20
922,Houston F&S,48
922,Tampa F&S,112
923,Atlanta F&S,6
923,Houston F&S,52
923,Tampa F&S,143
9231,USD Region Offices,8
924,Atlanta F&S,214
924,Houston F&S,122
924,Seattle F&S,10
924,Tampa F&S,77
924,USD Region Offices,42
9241,Atlanta F&S,52
9241,Fontana,26
9241,Great Lakes CC,2
9241,Seattle F&S,29
9241,Toronto F&S,336
9242,Baltimore F&S,56
9242,Great Lakes CC,220
9242,USD Region Offices,48
925,Atlanta F&S,219
925,Houston F&S,166
925,Seattle F&S,56
925,Tampa F&S,196
925,USD Region Offices,138
9255,Edmonton F&S,469
9255,Tampa F&S,2795
9255,Toronto F&S,1600
9257,Fontana,2
9257,Houston F&S,13
9257,Sacramento Main,9
9257,Seattle F&S,4
9257,Tampa F&S,36
9257,Toronto F&S,131
9257,USD Region Offices,2
926,Atlanta F&S,196
926,Houston F&S,148
926,Seattle F&S,38
926,Tampa F&S,262
926,USD Region Offices,190
927,Atlanta F&S,254
927,Houston F&S,134
927,Tampa F&S,192
927,USD Region Offices,64
9273,Great Lakes CC,1
928,Atlanta F&S,460
928,Great Lakes CC,8
928,Houston F&S,236
928,Seattle F&S,4
928,Tampa F&S,90
928,USD Region Offices,116
93,Atlanta F&S,16
93,Edmonton F&S,25
93,Great Lakes CC,41
93,Houston F&S,1
93,Montreal F&S,2
93,Sacramento Main,14
93,Seattle F&S,26
93,Tampa F&S,30
93,Toronto F&S,303
9300,Atlanta F&S,234
9301,Atlanta F&S,8987
9301,Houston F&S,6
9303,Edmonton F&S,15
9303,Fontana,153
9303,Houston F&S,94
9303,Montreal F&S,1
9303,Seattle F&S,59
9303,Tampa F&S,767
9303,Toronto F&S,422
9303,USD Region Offices,868
9303,Vancouver F&S,27
9310,Baltimore F&S,77
9310,Fontana,375
9310,Great Lakes CC,8
9310,Houston F&S,196
9310,Montreal F&S,345
9310,Sacramento Main,41
9310,Seattle F&S,101
9310,Tampa F&S,649
9310,Toronto F&S,1932
9310,Vancouver F&S,14
9311,Atlanta F&S,18
9311,Edmonton F&S,5
9311,Fontana,91
9311,Houston F&S,83
9311,Sacramento Main,33
9311,Seattle F&S,503
9311,Tampa F&S,220
9311,Toronto F&S,400
9311,USD Region Offices,1418
9313,Fontana,58
9313,Seattle F&S,74
9313,Tampa F&S,61
9313,Toronto F&S,291
9314,Fontana,54
9314,Seattle F&S,74
9314,Toronto F&S,231
9314,USD Region Offices,6
9315,Baltimore F&S,70
9315,Fontana,2
9315,Toronto F&S,254
9317,Atlanta F&S,27
9317,Baltimore F&S,5
9317,Edmonton F&S,70
9317,Fontana,311
9317,Houston F&S,132
9317,Sacramento Main,11
9317,Seattle F&S,200
9317,Toronto F&S,20
9317,USD Region Offices,86
9317,Vancouver F&S,7
9318,Great Lakes CC,33
9318,Houston F&S,280
9319,Atlanta F&S,55
9319,Baltimore F&S,11
9319,Edmonton F&S,62
9319,Fontana,30
9319,Houston F&S,48
9319,Montreal F&S,277
9319,Sacramento Main,32
9319,Seattle F&S,73
9319,Tampa F&S,296
9319,Toronto F&S,746
9320,Edmonton F&S,1
9320,Houston F&S,16
9320,Seattle F&S,57
9320,Toronto F&S,792
9320,USD Region Offices,114
9321,Edmonton F&S,1
9321,Houston F&S,20
9321,Seattle F&S,47
9321,Toronto F&S,741
9321,USD Region Offices,166
9323,Toronto F&S,227
9324,Fontana,127
9324,Montreal F&S,199
9324,Seattle F&S,20
9324,Toronto F&S,19
9324,USD Region Offices,156
9325,Edmonton F&S,12
9325,Fontana,18
9325,Montreal F&S,56
9325,Sacramento Main,139
9325,Seattle F&S,316
9325,Toronto F&S,24
9325,USD Region Offices,234
9326,Fontana,46
9326,Montreal F&S,248
9326,Sacramento Main,11
9326,Seattle F&S,7
9326,Toronto F&S,12
9326,USD Region Offices,132
9327,Fontana,36
9327,Montreal F&S,59
9327,Sacramento Main,8
9327,Tampa F&S,26
9327,Toronto F&S,254
9328,Edmonton F&S,5
9328,Fontana,25
9328,Great Lakes CC,5
9328,Sacramento Main,241
9328,Seattle F&S,350
9328,Tampa F&S,51
9328,Toronto F&S,8
9328,USD Region Offices,4
9329,Seattle F&S,2
9330,Edmonton F&S,1
9330,Houston F&S,50
9330,Seattle F&S,59
9330,Tampa F&S,75
9330,Toronto F&S,176
9330,USD Region Offices,2
9331,Great Lakes CC,36
9331,USD Region Offices,1082
9341,Fontana,4
9341,Great Lakes CC,5
9341,Seattle F&S,1
9341,USD Region Offices,6
9342,Houston F&S,68
9342,Linden,9
9342,USD Region Offices,306
9343,Edmonton F&S,2
9343,Seattle F&S,3
9343,USD Region Offices,146
9343,Vancouver F&S,41
9348,Fontana,23
9348,Houston F&S,2
9348,Sacramento Main,15
9348,Seattle F&S,108
9348,Toronto F&S,258
9349,Atlanta F&S,1
9349,Seattle F&S,13
9349,Tampa F&S,29
9349,Toronto F&S,1
9351,Fontana,4
9351,Montreal F&S,4260
9351,Toronto F&S,662
9351,USD Region Offices,1500
9355,Fontana,15
9355,Montreal F&S,156
9355,Seattle F&S,22
9355,Toronto F&S,4
9355,USD Region Offices,6
9356,Fontana,31
9356,Montreal F&S,122
9356,Sacramento Main,9
9356,Toronto F&S,10
9356,USD Region Offices,20
9357,Fontana,5
9357,Montreal F&S,84
9357,Sacramento Main,37
9357,Seattle F&S,65
9357,USD Region Offices,312
9358,Fontana,5
9358,Montreal F&S,110
9358,Sacramento Main,5
9358,USD Region Offices,32
9359,Fontana,234
9359,Montreal F&S,8
9359,Sacramento Main,21
9359,Seattle F&S,4
9359,Toronto F&S,20
9359,USD Region Offices,32
936,Atlanta F&S,146
936,Houston F&S,169
936,Tampa F&S,45
9360,Fontana,34
9360,Montreal F&S,68
9360,USD Region Offices,12
9361,Toronto F&S,3059
9363,Seattle F&S,3
9368,Tampa F&S,19
9368,USD Region Offices,4
937,Atlanta F&S,4
937,Houston F&S,43
937,Tampa F&S,25
9370571,Montreal F&S,209
9370571,Toronto F&S,280
9372783,Fontana,8
9372783,Toronto F&S,117
9372783,USD Region Offices,2
9372784,Toronto F&S,1
9372784,USD Region Offices,4
9372787,Montreal F&S,1
9372787,Toronto F&S,222
9372794,Toronto F&S,3
9372795,Toronto F&S,3
9372796,Toronto F&S,631
9372797,Edmonton F&S,49
9372797,Montreal F&S,7
9372797,Toronto F&S,25
9372798,Montreal F&S,1
9372798,Toronto F&S,111
9372799,Toronto F&S,15425
9372805,Montreal F&S,4
9372805,Toronto F&S,1045
9372806,Toronto F&S,4051
938,Atlanta F&S,42
938,Houston F&S,98
938,Tampa F&S,59
938,USD Region Offices,62
9385,Toronto F&S,200
9386,USD Region Offices,2
939,Atlanta F&S,200
939,Houston F&S,40
939,Tampa F&S,94
94,Edmonton F&S,10
94,Fontana,25
94,Great Lakes CC,33
94,Houston F&S,16
94,Montreal F&S,16
94,Sacramento Main,14
94,Seattle F&S,111
94,Tampa F&S,24
94,Toronto F&S,342
940,Atlanta F&S,16
940,Houston F&S,94
940,Tampa F&S,23
940,USD Region Offices,12
9402,Fontana,1
9402,Montreal F&S,52
9402,Toronto F&S,6
9403,Fontana,31
9403,Montreal F&S,15
9403,Sacramento Main,21
9404,Fontana,3357
9404,Montreal F&S,3916
9404,Sacramento Main,150
9404,Seattle F&S,6217
9404,Toronto F&S,23652
941,Atlanta F&S,1330
941,Houston F&S,446
941,Tampa F&S,260
941,USD Region Offices,500
942,Atlanta F&S,1297
942,Houston F&S,1722
942,Seattle F&S,412
942,Tampa F&S,1000
942,USD Region Offices,218
9425,Edmonton F&S,106
9425,Fontana,2
9425,Great Lakes CC,6
9425,Houston F&S,100
9425,Tampa F&S,30
9425,Toronto F&S,38
9426,Baltimore F&S,4
9426,Great Lakes CC,10
9426,Toronto F&S,6
9426,USD Region Offices,24
9428,Toronto F&S,652
9429,Toronto F&S,406
943,Atlanta F&S,1592
943,Houston F&S,2045
943,Seattle F&S,549
943,Tampa F&S,892
943,USD Region Offices,530
9432,Toronto F&S,1672
9433,Toronto F&S,4
9437,Toronto F&S,212
944,Atlanta F&S,461
944,Houston F&S,1062
944,Seattle F&S,388
944,Tampa F&S,677
944,USD Region Offices,150
945,Atlanta F&S,1270
945,Houston F&S,1916
945,Seattle F&S,195
945,Tampa F&S,1102
945,USD Region Offices,518
946,Atlanta F&S,976
946,Great Lakes CC,56
946,Houston F&S,1274
946,Seattle F&S,148
946,Tampa F&S,545
946,USD Region Offices,348
9466,Toronto F&S,6203
9466,Vancouver F&S,311
9467,Montreal F&S,500
9467,Toronto F&S,234
9469,Fontana,301
9469,Sacramento Main,42
9469,Seattle F&S,914
947,Atlanta F&S,16
947,Houston F&S,58
947,Tampa F&S,12
948,Atlanta F&S,124
948,Houston F&S,166
948,Sacramento Main,5
948,Tampa F&S,55
9484,Edmonton F&S,1
9484,Fontana,10
9484,Montreal F&S,51
9484,Sacramento Main,2
9485,Montreal F&S,60
9487,Toronto F&S,8
949,Atlanta F&S,1
949,Houston F&S,36
949,Sacramento Main,141
949,Tampa F&S,31
95,Toronto F&S,5
950,Atlanta F&S,1
950,Houston F&S,42
950,Sacramento Main,70
950,Tampa F&S,28
950,USD Region Offices,2
9501,Vancouver F&S,585
9502,Vancouver F&S,1098
9503,Vancouver F&S,408
9504,Vancouver F&S,826
9505,Vancouver F&S,502
9506,Vancouver F&S,443
9508,Vancouver F&S,71
9509,Vancouver F&S,594
951,Houston F&S,58
951,Sacramento Main,72
951,Tampa F&S,10
952,Atlanta F&S,9
952,Houston F&S,26
952,Tampa F&S,13
9521592,Montreal F&S,11050
9523,Toronto F&S,1951
9536,Fontana,803
9536,Toronto F&S,4774
955,Tampa F&S,6
956,Atlanta F&S,7
956,Tampa F&S,5
9583,Fontana,144
9583,Sacramento Main,31
9583,Seattle F&S,196
9583,USD Region Offices,90
959,Tampa F&S,22
959,USD Region Offices,8
96,Atlanta F&S,21
96,Edmonton F&S,1
96,Fontana,48
96,Great Lakes CC,168
96,Houston F&S,21
96,Montreal F&S,20
96,Sacramento Main,1
96,Seattle F&S,26
96,Tampa F&S,48
96,Toronto F&S,502
961,Tampa F&S,1
962,Atlanta F&S,9
962,Tampa F&S,10
9623,Great Lakes CC,18
9623,USD Region Offices,28
9626,Montreal F&S,117
963,Atlanta F&S,2
9633,Tampa F&S,27
964,Houston F&S,6
964,USD Region Offices,36
9641,Great Lakes CC,4
9641,Toronto F&S,8
9641,USD Region Offices,4
9645,USD Region Offices,1990
9659,Atlanta F&S,27
9659,Baltimore F&S,863
9659,Edmonton F&S,3666
9659,Fontana,280
9659,Houston F&S,2082
9659,Montreal F&S,861
9659,Sacramento Main,473
9659,Seattle F&S,1457
9659,Tampa F&S,20
9659,Toronto F&S,12355
9659,Vancouver F&S,987
966,Houston F&S,24
9660,Great Lakes CC,4
9660,Montreal F&S,18
9660,Seattle F&S,14
9660,Toronto F&S,160
9671,Baltimore F&S,450
9671,Fontana,3979
9671,Houston F&S,200
9671,Seattle F&S,6800
9672,Toronto F&S,1280
968,Atlanta F&S,1
968,USD Region Offices,14
9682,Baltimore F&S,121
9682,Edmonton F&S,110
9682,Fontana,23
9682,Houston F&S,150
9682,Montreal F&S,54
9682,Sacramento Main,39
9682,Seattle F&S,113
9682,Tampa F&S,10
9682,Toronto F&S,385
9682,Vancouver F&S,105
9683,Atlanta F&S,13
9683,Baltimore F&S,32
9683,Edmonton F&S,54
9683,Fontana,14
9683,Houston F&S,75
9683,Montreal F&S,28
9683,Sacramento Main,22
9683,Seattle F&S,20
9683,Toronto F&S,343
9683,Vancouver F&S,22
9684,Edmonton F&S,380
9684,Fontana,36
9684,Houston F&S,62
9684,Montreal F&S,7
9684,Sacramento Main,4
9684,Seattle F&S,92
9684,Toronto F&S,419
9684,USD Region Offices,32
9684,Vancouver F&S,57
9685,Atlanta F&S,1
9685,Baltimore F&S,70
9685,Edmonton F&S,130
9685,Fontana,1
9685,Houston F&S,26
9685,Montreal F&S,35
9685,Sacramento Main,21
9685,Seattle F&S,24
9685,Toronto F&S,858
9685,Vancouver F&S,82
9686,Atlanta F&S,1
9686,Baltimore F&S,4
9686,Edmonton F&S,42
9686,Fontana,12
9686,Houston F&S,2
9686,Montreal F&S,78
9686,Sacramento Main,29
9686,Seattle F&S,57
9686,Toronto F&S,503
9686,Vancouver F&S,16
9687,Edmonton F&S,39
9687,Seattle F&S,8
9687,Toronto F&S,1
9687,Vancouver F&S,10
9688,Houston F&S,10
9688,Toronto F&S,8
9689,Baltimore F&S,2
9689,Houston F&S,12
9689,Toronto F&S,6
9692,Fontana,8
9692,Montreal F&S,7
9695,Montreal F&S,1637
9695,Toronto F&S,357
97,Fontana,11
97,Toronto F&S,6
970,Atlanta F&S,8
9701,Sacramento Main,492
9701,Seattle F&S,1151
9703,Edmonton F&S,18
9703,Montreal F&S,4
9703,Toronto F&S,329
9704,Houston F&S,52
9719,USD Region Offices,2
972,Atlanta F&S,53
972,Houston F&S,224
972,Tampa F&S,34
9720,Seattle F&S,12
9721,Sacramento Main,3470
9721,Seattle F&S,2870
9722,Seattle F&S,1
9723,Sacramento Main,12
9723,Seattle F&S,1
9724,Seattle F&S,2
9725,Sacramento Main,2
9725,Seattle F&S,5
9726,Great Lakes CC,1
9726,Sacramento Main,4
9726,Seattle F&S,5
9727,Great Lakes CC,1
9727,Sacramento Main,8
9727,Seattle F&S,8
9729,USD Region Offices,8
973,Atlanta F&S,36
973,Tampa F&S,4
9730,Seattle F&S,24
974,Atlanta F&S,116
974,Edmonton F&S,209
974,Tampa F&S,7
9745,Seattle F&S,158
9746,Seattle F&S,119
9747,Seattle F&S,2
9748,Seattle F&S,951
975,Atlanta F&S,92
975,Houston F&S,20
9753,USD Region Offices,38
9754,Sacramento Main,14
9754,Seattle F&S,122
9755,Seattle F&S,234
976,Atlanta F&S,148
976,Houston F&S,64
9761,Sacramento Main,3
9761,Seattle F&S,217
9764,Sacramento Main,70
9764,Seattle F&S,189
9766,Edmonton F&S,12
9766,Montreal F&S,14
9766,Seattle F&S,13
9766,Toronto F&S,20
977,Atlanta F&S,8
977,Houston F&S,6
977,Tampa F&S,3
9770,Tampa F&S,50
9770,Toronto F&S,8
9771,Tampa F&S,12
9772,USD Region Offices,32
9773,Fontana,4
