ItemCode,InventoryQuantity
QH3,2113
QH4,1861
QH5,956
QH6,84
QH7,778
QH8,1554
QH9,16
QHP,51862
QL10,177
QL20,1830
QL21,140
QLC,864
QP1,391
QP3,363
QP5,4
QP6,655
QP9,1251
QSI22,108
QSI22B,46
QSO22,203
QSO22B,54
QST22,113
QST22B,46
QSTA,4
QSTP,51
QT10,9
QT16,35
QT20,70
QT5R,91
QT6R,29
QT7R,13
QT8P,1
QTC,74
QY412FB,3
RACW,15828
RISW,354
ROSW,240
RP6000,1
RPAX001,1
RPAX001W,16
RX10X111,20
RX10X118,1
RX10X130,1
RX10X132,8
RX10X136,8
RX10X137,4
RX10X32,2
RX13X481,11
RX13X634,453
RX13X638,20
RX13X684,10
RX13X705,12
RX14X12,1
RX15X149,3
RX15X150,9
RX15X151,2
RX15X167,45
RX17X106,5
RX17X61,4
RX3X57,10
RX3X57A,20
RX3X60,21
RX3X63,2
RX3X64,3
RX3X75,12
RX3X76,6
RX5X66A,1
RX6X188,5
RX6X23,3
RX6X27,4
RX6X357,5
RX6X39,4
RX6X395,2
RX6X409A,3
RX6X411,3
RX6X429,2
RX6X524,7
RX6X531,6
RX6X562,8
RX6X571,1
RX6X574,3
RX6X575,1
RX6X80,8
RX7X131,3
RX7X14,1
RX7X222,12
RX7X253A,40
RX7X254A,11
RX7X255,9
RX7X259,1
RX7X309,1
RX7X310,5
RX7X316,1
RX7X317,1
RX7X6,3
RX8X119,11
RX8X120A,6
RX8X120C,17
RX8X120D,1
RX8X120E,1
S1505,1
S1506,1
SAU3,2
SAU6,13
SAUB,11
SCU12,58
SCW,17537
SDPLK04,124
SDPLK06,745
SDPLK08,2428
SDPLK10,1243
SDPLK12,935
SDPLK16,2532
SFS,13
SGRABPOST,549
SHENDPLTH,1119
SHXCAMCLP,2578
SHXCLIP,834
SHXHD50AN,374
SHXHDJSB,395
SHXHDPIN,730
SHXHDTSBP,440
SHXLFTLUG,216
SHXSHIM4,68
SHXTBEXXA,278
SHXWEBSTIF,35
SJB,1928
SJS,6
SKX7912,10
SL1015,555
SL1116,64
SL47,427
SL610,281
SL814,96
SLAWSW,164
SLB10,136
SLB310,1310
SLB52,256
SLB7,2977
SLBC,1236
SLCH,400
SLDA,3
SLDH10,109
SLDH70,12
SLH10,561
SLH22,577
SLH3,6
SLH30,3
SLH310,3864
SLH36,1386
SLH52,599
SLH54,14
SLH6,24
SLH70,5012
SLH8,218
SLL5,2
SLLBU,6
SLLG14,2
SLLG21,668
SLLG28,127
SLLTM5,12
SLP028F68,10
SLP250P56,1
SLSB1B,2
SLSB2B,89
SLSB3B,58
SLSB4B,6
SLSG1,3
SLSP10,404
SLSP310,146
SLSP52,191
SLSP70,3269
SLSS70,548
SLST,1674
SLTB10,28
SLTB22,30
SLTB310,385
SLTB52,44
SLTB7,400
SLTB70,339
SLVP15,100
SLVP18,249
SLVP33,1144
SLVP411,84
SLVP67,1593
SLVP910,2511
SLZB,900
SPF02,1947
SPS01,138
SPS02,1338
SPS03,568
SPS04,266
SPS1L,156
SPS2U,84
SPS3U,12
SPS4L,14
SPS4U,84
SPW02,14813
SPW03,4899
SPW04,2200
SPW2L,414
SPW2U,70
SPW3U,252
SPW4U,20
SR0200600,1
SR0234100,15
SR0234600,100
SR0240600,18
SR0241000,92
SR0241200,1866
SR0241230,220
SR0241250,5386
SR0241600,5319
SR0241601,278
SR0241608,686
SR0241616,440
SR0241690,4075
SR0241800,20
SR0241812,180
SR0242000,1265
SR0242001,396
SR0242008,34
SR0242010,627
SR0242012,65
SR0242070,66
SR0242400,101
SR0242401,100
SR0242460,100
SR0243000,4
SR0243013,100
SR0250000,3066
SR0252416,96
SR0260001,253
SR0260505,8
SR027289,30
SR027291,94
SR027305,52
SR0333008,15
SR0335260,4
SR06D,300
SR06F,300
SR06H,600
SR100055,2
SR100057,1
SR100170,26
SR100438,1
SR10243,6
SR10405,64
SR1043,332
SR10493,330
SR10689,864
SR10691,16
SR10695,520
SR10708,864
SR10765,22
SR10769,22
SR10770,2
SR10791,2
SR10792,228
SR10799,77
SR10800,228
SR132,386
SR133,195
SR134,195
SR135,390
SR146,2
SR1613,8
SR1850134,288
SR1850156,18
SR1855029,2
SR1855410,28
SR1861033,1
SR1861034,14
SR1861094,195
SR1861122,8
SR1861627,12
SR1870029,4821
SR1870031,1982
SR1870040,930
SR1870045,1010
SR1870050,266
SR1870060,2
SR1870080,458
SR1870085,41
SR1870090,17426
SR1870096,744
SR1870100,730
SR1870105,473
SR1870120,58
SR1870140,118
SR1870144,6
SR1870145,2
SR1870150,207
SR1870155,63
SR1870160,114
SR1870165,649
SR1870200,56
SR1870205,8
SR1870265,100
SR1870400,3279
SR1870405,99
SR1870440,7303
SR1870464,151
SR1870465,50
SR1870500,121
SR1870516,1369
SR1900002,201
SR1900005,114
SR1900008,37
SR1900011,80
SR1900020,75
SR1900029,15
SR1900032,88
SR1900035,79
SR1900038,75
SR1900047,27
SR1900056,87
SR1900089,74
SR1900096,18
SR1900119,359
SR1900123,380
SR1900134,215
SR1900144,323
SR1900147,2
SR1900156,25
SR1900170,5436
SR1900179,58
SR1900193,252
SR1900216,4
SR1900217,106
SR1900227,2
SR1900256,240
SR1900265,4
SR1900347,9
SR1900360,1
SR1900445,50
SR1900448,718
SR1900487,20
SR1900490,44
SR1900509,39
SR1900515,2
SR1900518,3
SR1900538,2
SR1900737,3
SR1900894,738
SR1900932,109
SR1900936,25
SR1900941,16
SR1902210,2
SR1904300,57
SR1904311,54
SR1904626,2
SR1905648,4
SR1907005,56
SR1907083,60
SR1907136,16
SR1908168,30
SR1908247,94
SR1908250,125
SR1908253,140
SR1908256,69
SR1908259,81
SR1908262,47
SR1908265,53
SR1908271,44
SR1908273,65
SR1908381,2
SR1908460,116
SR1908610,4
SR1908680,58
SR1908695,50
SR1908700,25
SR1908730,10
SR1908770,136
SR1908771,71
SR1908772,117
SR193,120
SR1960025,4
SR1960275,167
SR1990217,6
SR201A,1800
SR201JX68,1800
SR202,7
SR202EE,3973
SR2125147,11
SR2125148,24
SR2125249,4
SR2125251,53
SR2125288,84
SR2125289,30
SR2125291,8
SR2190001,1
SR219002,1
SR2190106,3
SR2190107,2
SR2190110,6
SR2211003,260
SR2211095,13
SR2211156,30
SR2216,176
SR2220010,6386
SR2220020,11834
SR2220030,16702
SR2220040,6092
SR2220060,840
SR2220090,52
SR2220100,39
SR2220114,16
SR2220120,1217
SR2220125,1284
SR2220130,518
SR2220140,209
SR2220170,1
SR225003,6
SR225007,1
SR225008,1
SR225010,2
SR225011,4
SR2250113,4
SR225012,2
SR225013,2
SR2250131,5
SR2250137,1
SR2250138,1
SR225031,12
SR225042,1
SR225043,2
SR225044,1
SR2403C,300
SR2403D,300
SR2403E,600
SR280,70
SR340,36
SR3557,850
SR376,8
SR3994,120
SR3997,251
SR3999,525
SR4004,30668
SR4005,21200
SR45004X12,420
SR45004X14,450
SR45004X16,420
SR45004X18,420
SR45004X21,417
SR5127,4
SR5522,1034
SR621,2
SR622,4
SR623,3
SR624,2
SR6241,18
SR6243,8
SR625,4
SR626,54
SR627,4
SR630,4
SR635,1
SR652,120
SR657,32
SR6601,3
SR6717,3
SR673,85
SR678,11
SR6806,49
SR6807,49
SR688,3
SR693,32
SR700,5
SR701,1
SR706,140
SR7071,408
SR7238000,3341
SR7238001,890
SR7251132,220
SR7562,2
SR7601,60
SR761,2
SR779,3
SR780,4
SR786,4
SR797,8
SR799,4
SR89,1
SR90,1
SR92,1
SR9317,1
SR9348,6
SR9351,200
SR94,19
SR9404,5400
SR9466,3987
SR9467,3967
SR9501,190
SR9502,480
SR9503,50
SR9504,347
SR9505,303
SR9506,700
SR9536,160
SR9659,5013
SR9682,44
SR9685,90
SR9686,117
SR9687,138
SR9703,60
SR9766,46
SRB,8
SRI590069,6
SRK222001,1
SRK222002,2
SRK222006,6
SRK222010,1
SRK222014,1
SRK241201,3692
SRK241202,40
SRK241210,2766
SRK723003,223
SRK723006,72
SRK870001,20
SRK870002,35
SRLVAC-S,362
SRM40600,3
SRPSH0124,60
SRPSH0125,60
SRPSH1106A,1721
SRPSH1118,357
SRPSH3115,378
SRPSH4500,378
SRSSP10,12
SRSSP7,54
SRSSX562,12
SRU043006,23
SS120,2476
SS122,149
SSB,186
SSP10,133
SSP5,48
SSP7,395
SSP8,107
SSRL,261
SSRS,2233
SSX120,1395
ST10,34
ST10SG,3114
ST11,3
ST12,47
ST12SG,4
ST13,37
ST13SG,3444
ST14,4
ST14SG,16
ST15SG,178
ST16,23
ST16SG,764
ST2,162
ST20,1
ST21,14
ST3,360
ST4,44
ST4SG,957
ST5,198
ST5SG,112
ST6,33
ST6SG,6126
ST7,29
ST7SG,31
ST8,55
ST8SG,6334
ST9,5
ST9SG,144
STORBX,806
SU5,22
SU5IR,33
SW2382,78
SX81,8
TB,11
T-BOLT,40
TCH311,20
TU17,2918
TUX100,232
TUX150,2223
TUX200,471
TUX250,454
TUX300,263
TUX400,66
TUX450,76
TUX50,83
TUX500,9
TW025,128
TX13,15869
TX265X225,3700
TX48,354
TX49,203
U000042,16
U043006,437
U190025,52
U190028,88
U190029,488
U190031,184
U190032,32
U190041,262
U190043,602
U190045,30
U190048,28
U190051,552
U190052,1808
U190053,40
ULBSW2,9
W6X12X01,17
W6X12X04,492
W6X12X05,10
W6X12X06,2091
W6X12X08,655
W6X12X09,2
W6X12X10,3641
W6X12X12,1736
W8X20X06,278
W8X20X08,139
W8X20X10,18
W8X20X16,2
W8X21X20,40
WBOX,203
WPL21006,6
WPL21008,590
WPL21010,918
WPL21012,103
WPL21016,50
WPP21006,93
WPP21008,72
WPP21010,582
WPP21012,1140
WS1X2,300
XFT035,2839
XFT04,262
XFT06,2423
XFT07,1022
XFT08,12746
XFT10,6370
XFT11,200
XFT12,961
XFT13,189
XFT14,760
XFT15,2354
XFT16,958
XFT17,100
XFT19,1100
XFT20,2248
XFT21,538
XFT22,7063
XFT23,600
XFT24,4908
XFT25,600
XFT26,1140
XFT28,1310
XFT29,1356
XFT31,1629
XFT32,1110
XFT33,182
XFT34,500
XFT35,900
XFT36,1691
XFT37,900
XFT38,138
XFT39,1300
XFT40,1437
XFT41,1895
XFT42,8
XFT43,500
XFT44,360
XFT45,1520
XFT46,1840
XFT47,2000
Y412,4776
Y412XFB,1418
Y412XI,1627
Y412XWB,1331
Y412XWBI,91
